Blog	four	looking	second	here	music	until	example	want	feature	wrong	easier	series	re	wasn	service	needed	project	came	than	best	men	asked	chrome	much	life	worked	things	had	easy	possible	right	old	people	o	support	call	happy	inside	time	leave	team	love	working	awesome	such	data	years	course	didn	internet	million	quite	city	future	san	say	saw	note	take	ways	going	where	sites	screen	many	wants	photos	technology	being	around	world	power	favorite	image	her	gone	am	original	tv	th	large	small	past	hours	social	action	via	company	learn	sense	huge	its	always	found	really	research	major	sell	self	also	play	sometimes	set	see	currently	available	last	whole	community	read	recent	person	couple	d	anything	into	link	line	posted	us	ago	having	code	results	young	try	video	let	great	makes	tools	next	high	process	move	doing	could	system	face	fact	should	hope	means	stuff	edition	email	co	off	less	web	five	become	software	problem	worth	red	above	told	word	work	interview	after	order	office	then	them	network	created	another	do	away	terms	com	air	voice	hand	photo	thanks	night	comments	post	months	way	war	true	update	together	global	change	usually	market	live	car	write	product	remember	still	half	now	year	space	shows	online	america	only	between	article	comes	these	media	thinking	real	early	business	aren	start	lot	trying	building	since	month	very	family	put	almost	site	history	help	actually	android	event	issue	ask	launch	american	mobile	latest	pretty	during	x	close	won	probably	both	else	look	while	ready	used	user	game	popular	step	within	computer	doesn	happens	youtube	go	does	facebook	download	started	control	links	including	him	front	keep	exactly	need	able	based	she	state	party	well	page	twitter	home	he	friends	using	companies	likely	even	ever	never	tell	give	before	better	weeks	went	side	open	content	isn	features	matter	mind	seen	don	m	stop	bad	decided	said	against	appeared	three	website	make	left	human	yes	yet	down	digital	weekend	daily	finally	did	run	making	may	maybe	talk	nbsp	group	interesting	thing	think	first	long	little	anyone	were	performance	especially	show	behind	get	reading	morning	enough	across	similar	according	among	those	different	same	money	images	e	videos	general	again	important	u	starting	public	search	two	share	needs	coming	through	good	button	everyone	house	hard	idea	done	least	part	built	click	build	most	find	giant	common	please	point	simple	simply	understand	talking	fun	itself	yesterday	spent	big	bit	google	often	back	either	forward	single	giving	others	bunch	ll	age	day	announced	ipad	text	national	taking	value	center	thought	add	works	buy	j	special	under	every	school	street	changes	would	phone	must	me	times	end	over	writing	each	driving	got	free	days	already	top	too	tool	took	though	watch	amazon	report	full	however	news	experience	several	everything	head	hear	check	no	cool	says	goes	iphone	today	continue	local	information	happened	name	turn	place	white	released	any	ideas	sure	later	come	case	myself	someone	html	week	without	model	seems	blog	there	program	far	list	design	version	known	rather	short	might	number	man	expect	friday	feel	story	store	kind	added	nothing	his	hit	art	recently	attention	question	called	users	helping	once	issues	apple	heart	app	use	few	women	getting	something	six	instead	looks	our	york	which	who	why	view	stories	job	april	perhaps	gets	other	smart	know	press	because	lead	create	own	apps	made	whether	book
43 Folders	5	2	8	28	0	15	0	26	1	6	3	0	48	2	3	3	3	1	36	14	2	1	0	37	32	5	55	26	5	5	24	10	54	1	3	3	6	2	46	5	2	15	7	19	6	3	16	2	8	3	0	5	0	8	2	21	1	4	10	5	7	20	0	1	20	3	0	3	17	10	13	7	10	0	17	2	14	2	4	1	3	2	8	4	1	1	1	2	11	4	7	9	20	1	77	0	4	1	9	27	6	15	3	18	1	5	13	4	0	43	2	8	7	45	14	21	2	3	15	21	3	11	1	2	2	18	14	17	14	5	5	3	0	2	1	16	24	4	5	9	16	20	11	27	2	11	0	13	16	10	4	12	1	15	5	4	1	6	3	59	9	10	8	0	25	22	4	0	10	74	7	3	17	3	4	3	2	13	5	0	2	4	36	0	9	4	3	0	13	3	1	8	3	3	4	6	20	9	41	14	1	0	1	1	22	3	4	5	24	2	5	19	4	8	4	11	39	10	3	5	2	29	4	3	13	2	0	30	14	0	4	1	9	0	2	1	0	11	2	4	2	10	8	8	7	5	10	8	6	0	2	2	4	2	0	18	3	0	21	5	1	16	2	3	2	8	12	3	10	8	21	1	2	29	0	0	24	4	4	6	39	5	8	2	4	50	26	26	17	4	13	27	1	2	4	4	1	0	2	8	7	1	46	47	11	6	18	14	4	0	3	1	45	2	4	13	6	9	0	0	4	6	13	6	11	15	14	22	1	0	2	33	31	29	21	28	14	16	1	8	4	2	50	13	7	15	0	1	0	2	27	7	9	5	0	3	0	0	10	13	0	5	1	0	10	4	4	1	7	26	1	8	2	16	6	10	11	17	2	2	2	41	10	4	0	16	21	7	11	14	4	3	6	1	2	25	7	2	19	25	7	1	6	3	4	2	37	0	16	0	1	4	0	1	3	0	10	1	0	5	0	5	20	12	0	1	4	20	1	1	82	3	7	29	4	13	0	2	8	7	13	2	14	3	2	2	6	1	0	7	1	1	4	2	12	1	8	2	37	3	13	10	3	13	4	0	6	2	3	5	7	0	1	38	3	10	5	5	3	8	7	2	11	12	1	2	5	33	0	7	3	10	3	2	8	3	16	9	7	2	2	7	6	0	9	0	7	28	3	3	1	9	3	3	5	6	4	0	1	4	8	11	13	0	11	23	4	4	3	35	1	45	70	32	4	2	19	3	3	13	22	4	40	0	57	2	0	13	5	28	14	25
Search Engine Watch - Latest	1	0	0	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	1	0	2	0	4	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	3	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	4	0	0	0	1	0	0	2	1	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	5	0	0	1	1	0	0	7	0	0	0	0	0	0	3	1	1	0	2	0	0	0	0	0	4	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	2	0	0	0	2	0	1	0	1	3	0	0	1	0	0	0	3	0	2	0	0	0	0	0	0	0	3	2	0	0	0	0	0	1	0	0	0	1	0	0	5	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	2	0	1	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	2	0	0	0	0	0	0	1	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	2	0	0	1	0	0	0	0	0	1	1	0	19	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	1	0	0	1	1	0	1	0	0	0	1	0	0	0	23	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	4	2	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	4	0	0	0	0	0	3	4	2	0	0	0	0	0	0	0	0	2	2	3	0	0	0	1	0	0	2	1	3	0	0	0	2	1	1	0	0	0
Autoblog	7	3	5	5	0	2	2	2	0	0	0	8	8	1	0	0	0	2	14	1	1	1	1	5	0	0	3	3	0	0	0	1	0	0	1	0	0	3	9	0	3	2	1	0	1	3	6	3	0	0	0	6	2	0	0	2	2	2	8	1	3	1	0	1	3	0	7	3	2	3	4	4	1	0	0	0	1	1	1	2	3	0	2	0	0	0	1	5	0	0	0	47	1	0	3	0	0	4	0	12	0	0	7	22	0	9	6	1	0	4	1	0	1	9	0	15	0	2	0	10	2	1	0	0	0	0	8	5	3	2	0	18	4	1	0	1	8	4	1	1	6	0	4	1	0	21	1	11	4	0	6	0	0	4	0	3	0	3	1	0	0	2	3	1	10	2	0	0	0	7	2	20	0	2	1	1	0	3	0	24	0	4	4	0	1	1	0	2	0	0	2	1	17	0	2	0	19	1	6	9	1	3	1	1	7	9	0	1	8	0	0	0	1	2	3	3	1	3	1	5	1	6	1	2	2	0	2	2	2	0	1	0	0	1	5	0	5	2	3	18	1	9	1	5	0	13	4	5	1	0	0	1	0	0	0	7	0	0	2	1	0	0	2	0	0	4	1	9	2	3	1	4	5	0	0	0	15	1	0	1	7	1	1	0	1	7	1	0	0	2	4	2	1	2	1	2	0	5	1	1	0	2	1	0	1	3	0	2	0	20	11	0	5	1	0	1	5	7	1	4	1	4	1	0	2	22	0	0	80	2	0	1	4	13	12	1	0	6	13	1	7	2	4	15	0	3	0	2	6	1	6	1	4	0	4	7	7	2	3	0	0	0	2	0	5	0	1	3	2	5	0	0	0	2	1	1	3	3	4	1	0	4	2	0	0	20	2	1	0	0	1	0	3	0	1	11	0	0	0	11	0	0	1	0	0	0	2	1	4	1	1	0	2	1	0	0	1	0	3	1	0	3	24	1	1	8	2	4	0	1	1	3	3	17	0	6	2	4	3	2	3	9	2	0	4	2	3	0	2	4	3	4	0	0	0	2	2	1	5	1	1	2	0	2	15	0	3	2	1	0	4	0	3	9	0	2	0	2	3	0	0	0	0	2	16	4	1	20	0	0	4	7	5	1	1	4	5	0	1	4	0	1	1	0	1	2	1	6	1	0	0	1	0	1	0	1	1	1	0	1	0	22	10	0	0	3	7	0	10	30	0	17	3	1	0	0	0	3	1	8	8	0	9	6	5	2	0	1	0	4	3	0
Daily Kos	9	7	2	22	1	6	4	15	1	4	1	2	21	7	9	6	1	4	25	1	21	3	0	16	2	1	7	35	2	2	11	10	29	2	2	3	1	0	32	6	2	3	2	0	7	3	29	6	11	14	19	3	4	5	2	9	3	2	11	5	12	22	2	1	15	5	6	2	20	9	10	11	6	2	6	3	5	2	5	10	5	6	10	4	4	5	2	8	3	5	1	15	5	6	6	4	3	2	0	15	2	2	6	21	3	2	13	3	6	2	4	5	0	6	3	17	3	1	1	30	6	2	3	4	4	4	5	6	8	6	0	14	12	3	4	6	17	4	4	8	17	5	10	1	2	1	8	24	8	0	6	4	0	1	1	2	6	2	2	9	4	31	4	4	10	28	2	2	9	37	6	3	0	4	0	2	4	1	4	5	10	4	18	22	4	0	0	5	16	3	8	14	3	2	2	11	16	6	30	23	0	4	1	14	14	12	2	5	27	7	0	5	1	2	3	2	5	4	4	15	1	13	4	4	2	1	3	8	8	0	1	9	1	0	12	2	4	0	8	0	7	8	3	10	2	4	20	0	4	0	1	2	2	5	0	8	0	4	11	11	0	3	4	12	0	6	6	2	8	3	12	7	4	8	32	26	16	2	2	10	56	0	3	4	7	13	4	8	6	10	13	9	2	2	2	15	3	10	2	4	1	3	30	14	1	6	2	26	18	0	9	2	17	6	3	1	2	17	1	5	18	5	10	6	4	17	3	6	22	14	2	5	9	21	9	8	5	41	4	4	15	4	27	0	9	6	4	3	9	10	25	4	14	9	1	1	2	6	9	4	28	2	15	2	30	1	2	2	15	14	0	3	21	4	2	6	13	1	1	5	3	25	6	2	2	6	5	2	3	4	3	3	5	0	1	14	2	2	7	15	5	6	1	5	4	3	20	5	31	4	0	0	32	2	3	4	6	4	2	1	0	3	8	4	7	1	0	38	1	10	15	13	7	31	0	6	0	11	6	3	4	6	12	0	6	7	3	0	10	1	7	15	2	3	3	6	1	4	22	0	7	1	0	19	3	4	6	2	1	1	3	11	1	13	2	8	7	10	9	0	5	0	8	5	5	3	0	42	2	6	4	2	2	3	3	6	8	7	3	2	4	3	6	0	6	3	5	48	3	0	3	1	2	8	0	1	5	4	0	1	2	7	6	8	8	11	2	3	5	47	5	35	63	21	4	4	3	2	4	3	20	0	17	4	23	5	2	8	0	8	6	1
Google Blogoscoped	0	0	1	2	0	0	0	2	2	1	0	0	5	0	6	1	0	0	1	4	0	1	6	4	0	0	1	3	1	1	1	0	3	0	0	0	0	0	4	1	0	2	2	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	2	1	1	1	0	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	1	4	0	0	0	0	0	2	0	0	0	2	0	3	1	0	0	1	1	0	0	1	0	0	0	2	0	1	0	1	0	2	0	2	1	0	0	0	0	0	0	1	0	0	0	0	1	4	3	0	0	0	0	0	0	0	0	1	0	0	0	0	3	4	0	0	2	3	0	0	0	0	0	1	1	1	0	1	2	0	1	0	1	0	1	0	1	0	1	1	1	0	0	0	0	0	4	0	0	0	1	0	2	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	4	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	2	2	2	1	1	0	2	2	2	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	2	0	0	1	2	1	4	0	1	4	0	1	0	0	0	0	0	1	1	2	0	1	0	1	0	0	4	2	0	0	0	2	0	0	0	1	3	1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	7	0	1	0	2	1	0	1	1	0	1	1	0	5	1	0	0	2	2	0	0	3	2	1	0	1	0	0	1	0	0	0	0	0	1	3	0	0	0	1	0	2	0	0	0	3	0	0	0	0	2	0	3	3	0	0	0	0	1	0	0	0	1	0	1	0	0	0	28	1	3	0	0	1	0	1	0	6	0	3	0	5	1	0	0	0	0	0	3	0	0	0	0	0	1	0	2	1	11	4	0	4	1	0	1	0	3	0	0	2	0	1	1	2	0	1	3	0	0	0	2	0	1	0	1	0	0	1	0	6	0	1	1	1	1	0	0	0	0	2	0	2	0	0	3	0	0	2	1	1	0	1	0	0	0	0	0	1	5	0	0	1	1	0	0	0	0	0	5	0	0	0	1	0	2	0	1	0	1	1	0	0	0	4	1	0	0	1	0	0	0	4	3	1	0	0	2	0	0	0	3	0	5	5	0	2	0	0	0	2	0	4	1	2	1	5	0	1	0	6	2	1	0
Deadspin	1	0	1	0	0	0	1	1	0	1	0	3	1	1	0	1	0	0	4	2	0	2	0	2	3	1	0	1	0	0	1	1	0	1	1	2	0	0	7	0	3	1	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	2	1	2	2	0	0	0	1	2	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	2	0	1	1	0	2	0	0	0	3	0	0	0	0	0	3	2	0	24	0	0	1	2	1	1	0	1	0	2	2	1	2	0	1	0	0	3	2	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	1	1	1	0	0	1	0	0	0	0	0	2	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	3	2	0	0	0	2	0	2	0	2	3	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	1	1	0	1	0	0	0	2	1	0	0	0	0	2	1	0	5	1	0	0	0	0	0	0	0	2	0	1	0	0	2	0	2	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	2	14	0	0	0	0	4	1	0	7	0	7	1	3	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	2	0	0	0	0	1	0	2	0	0	0	1	0	1	0	0	0	0	0	2	1	5	3	1	1	2	0	0	1	0	2	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	3	0	2	0	0	0	3	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	3	0	0	0	2	0	0	2	0	0	0	1	0	1	3	1	1	2	0	0	0	1	3	0	1	0	2	0	1	0	2	0	0	0	0	2	0	1	0	0	0	1	5	0	0	1	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	2	0	0	1	0	0	0	1	2	0	0	2	0	0	0	2	0	0	0	1	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	0	0	1	4	0	0	1	1	0	0	0	0	0	0	0	4	0	0	1	0	2	1	0
The Dish	0	1	0	3	0	0	0	1	0	0	1	1	2	0	0	1	1	0	7	2	3	2	0	4	0	0	1	6	0	3	1	2	4	0	1	1	0	0	1	0	0	1	0	0	3	2	2	0	0	1	3	0	1	0	0	0	0	0	2	1	0	1	0	0	3	0	0	0	0	0	2	2	0	0	3	0	0	1	0	0	1	1	1	0	0	1	1	1	0	1	0	1	0	1	2	4	1	0	0	3	0	0	2	2	0	0	5	0	0	1	0	0	0	1	0	2	0	1	1	4	1	1	0	3	0	0	0	2	0	1	0	1	1	1	0	0	4	1	2	0	2	0	0	0	0	0	1	6	1	0	0	0	0	1	0	0	1	0	0	3	1	3	0	0	1	2	0	0	0	5	1	1	2	0	0	0	1	1	0	0	1	0	2	2	0	0	0	2	2	0	1	1	0	0	0	1	0	1	2	1	0	0	0	2	5	2	0	1	0	2	0	1	0	0	2	0	1	0	0	0	1	0	0	0	2	0	0	0	2	0	0	1	0	0	1	0	2	0	1	0	1	0	0	6	0	0	2	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	1	0	1	2	0	2	1	0	2	1	3	0	0	0	0	2	1	2	0	1	2	1	0	0	2	1	0	1	0	0	0	0	2	2	0	1	1	3	2	0	2	0	5	2	0	0	0	1	0	0	0	0	2	0	1	8	1	0	0	3	0	2	1	3	0	0	1	1	0	1	1	1	1	0	0	1	0	0	1	0	3	0	0	1	1	1	0	1	2	0	1	0	1	0	2	1	0	0	0	2	0	0	0	1	0	0	1	2	0	0	0	4	1	2	0	1	0	1	1	1	0	0	0	2	0	2	0	2	2	1	0	1	1	0	1	0	1	0	8	1	0	0	2	2	1	0	1	0	0	1	1	0	0	2	0	3	0	3	0	0	4	1	1	2	0	0	0	1	1	2	0	1	3	0	0	0	0	0	3	0	0	1	0	1	1	0	0	1	2	0	1	0	0	2	0	1	0	2	0	0	1	1	1	3	0	1	0	0	1	0	1	0	5	0	0	2	0	5	0	0	0	4	0	2	1	0	2	0	1	2	2	0	2	0	0	0	0	6	0	3	0	0	1	1	0	1	0	3	0	0	0	0	1	3	2	2	1	0	2	8	1	3	7	3	7	0	3	0	0	0	3	0	1	2	3	0	0	0	0	2	0	3
Go Fug Yourself	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	20	2	0	0	0	0	0	3	1	1	0	1	0	0	0	10	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	19	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	11	0	1	0	1	0	0	0	0	0	0	0
O'Reilly Radar	4	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0
Little Green Footballs	0	0	0	3	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	4	0	0	0	0	0	3	0	0	7	2	3	0	1	0	1	1	5	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	2	1	0	1	0	0	3	1	0	0	0	0	0	0	4	0	1	0	0	1	0	0	0	0	0	3	0	1	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	3	1	0	1	0	2	2	1	1	0	1	0	2	0	0	2	0	0	0	0	0	2	2	6	1	0	0	0	2	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	3	3	0	0	0	2	0	1	7	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	2	1	0	0	1	2	0	3	0	0	0	0	1	0	1	8	2	1	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	2	0	2	0	2	0	0	0	2	0	2	0	0	1	0	1	0	0	0	1	2	0	0	0	0	0	1	0	1	0	1	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	1	11	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	2	4	1	2	0	4	2	0	0	0	0	1	0	2	2	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	1	3	0	0	0	1	0	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	3	0	0	0	1	3	0	1	0	0	1	0	0	1	0	1	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	4	1	0	1	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	1	1	0	0	0	2	0	0	1	0	3	1	0	2	0	0	2	1	5	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	2	3	0	0	0	0	1	4	2	0	3	1	0	0	2	0	1	0	0	9	0	0	0	0	0	3	0	0	1	0	0	0	1	2	0	1	0	1	0	0	0	1	0	2	4	2	0	0	1	0	0	0	2	0	1	2	2	1	0	1	0	3	0	0
MetaFilter	1	0	2	12	7	1	0	2	0	0	0	1	2	1	0	0	1	0	6	2	0	0	0	4	4	1	0	5	0	0	0	3	3	0	0	0	0	0	6	0	4	0	0	0	2	0	5	1	0	0	2	0	0	0	0	0	0	0	3	0	1	2	0	1	5	0	0	0	0	1	1	0	1	0	4	0	7	1	0	0	0	0	1	0	2	1	0	0	1	0	1	3	0	1	1	0	2	0	2	5	0	1	1	2	0	0	0	1	0	3	0	2	0	1	0	5	0	2	0	3	2	0	0	1	2	1	3	0	2	2	0	1	2	2	2	0	1	0	0	2	1	0	0	0	1	0	0	2	3	2	2	2	0	0	0	0	0	1	0	2	0	5	0	0	0	1	0	0	0	1	1	0	0	0	2	0	0	1	3	0	3	2	1	4	1	0	0	1	0	1	0	1	4	0	1	0	1	1	1	2	0	1	0	0	2	4	0	0	5	2	1	0	1	0	0	2	1	0	0	0	0	11	0	0	0	1	1	0	1	0	0	0	0	0	3	0	0	2	2	0	0	0	1	3	2	3	1	0	1	0	2	1	0	0	0	0	0	0	1	2	1	0	0	0	0	2	1	1	0	0	3	0	0	2	0	0	2	1	1	3	15	0	1	0	0	6	1	0	1	0	8	0	1	0	0	0	1	0	4	0	1	1	6	0	0	0	0	1	0	1	1	0	4	0	0	0	2	2	0	2	1	0	0	0	0	4	2	1	0	1	0	1	1	8	1	2	0	11	0	0	1	1	1	2	0	0	0	1	0	3	1	2	1	1	0	1	0	1	1	0	0	0	0	1	7	1	0	0	0	1	0	1	0	0	0	0	1	5	1	0	1	8	0	2	2	0	1	1	0	1	0	2	0	0	0	0	0	3	1	3	1	0	0	0	0	0	0	3	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	2	2	0	2	1	0	1	1	3	6	2	2	2	1	2	2	0	2	3	0	2	1	1	0	0	3	0	2	2	0	2	1	2	0	4	0	0	2	0	2	0	1	0	0	0	0	0	4	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	10	0	0	1	1	0	4	0	0	3	0	6	1	0	0	3	0	1	0	0	10	0	0	1	1	0	3	0	1	1	0	0	0	0	0	2	0	1	2	0	0	1	3	0	3	8	1	0	2	0	0	2	1	3	0	3	0	0	0	1	1	0	4	0	4
